# Táblázat
"Forrás","Magyarország, DKT-Gemius (15+ belföldi közönség), 2019-01-01 - 2019-01-31"
"Riport","Domains"
"Létrehozva","2021-07-26,16:16:28,CET"
"Periódus","2019-01-01 - 2019-01-31"
"Lokációk","Belföld"
"Platform","Teljes"
"Mutató","Real users"
"Node","Real users","Elérés - Internet","Oldalletöltések","Látogatások","Idő [s] (másodpercek)"
"Internet","6133041","0.9929","8746425972","1706803319","889134634369"
"Internet | blog.hu","3644858","0.5901","37406201","16836573","4617489482"
"Internet | joy.hu","681333","0.1103","10739351","2563787","254385353"
"Internet | csaladinet.hu","657734","0.1065","1562563","1301881","220741362"
"Internet | eduline.hu","644855","0.1044","3008072","1297092","206922816"
"Internet | hirstart.hu","614160","0.0994","14293842","6459260","1122077756"
"Internet | autonavigator.hu","601399","0.0974","2712923","1417531","302380839"
"Internet | glamour.hu","593633","0.0961","3110366","1764597","211312987"
"Internet | mediaklikk.hu","583903","0.0945","4700391","1930411","2755708152"
"Internet | babaszoba.hu","577333","0.0935","2830021","1667873","248397601"
"Internet | nepszava.hu","575339","0.0931","7283887","1592380","434358879"
"Internet | 168ora.hu","574708","0.093","3097658","2092213","343515229"
"Internet | ittlakunk.hu","567329","0.0919","1907769","1259504","145179983"
"Internet | startapro.hu","566722","0.0918","9586722","1045657","257381280"
"Internet | randivonal.hu","545750","0.0884","18373835","3227425","1269778934"
"Internet | informed.hu","538712","0.0872","1669042","919839","117065359"
"Internet | agroinform.hu","536176","0.0868","10409839","1871095","672080085"
"Internet | ingatlanbazar.hu","521233","0.0844","5479727","1188778","375673023"
"Internet | napidoktor.hu","520053","0.0842","1068096","884861","109481612"
"Internet | ingatlantajolo.hu","519240","0.0841","5228093","1171805","248849934"
"Internet | wellnesscafe.hu","514163","0.0832","1355556","965593","123088955"
"Internet | kisalfold.hu","511374","0.0828","8558372","3141051","556945338"
"Internet | propeller.hu","495257","0.0802","4061731","2057979","300204516"
"Internet | eoldal.hu","489746","0.0793","1750288","850713","163571327"
"Internet | szotar.sztaki.hu","489267","0.0792","5184284","1513233","513840634"
"Internet | infostart.hu","485429","0.0786","3419662","2000993","290152117"
"Internet | blogstar.hu","484490","0.0784","1695869","1110926","164183457"
"Internet | mfor.hu","479307","0.0776","1606614","1097662","147558849"
"Internet | streetkitchen.hu","467214","0.0756","2629169","1229484","340177123"
"Internet | delmagyar.hu","463703","0.0751","4884265","1966029","377812184"
"Internet | eredmenyek.com","462923","0.0749","20133866","7784049","4998790423"
"Internet | rtlmost.hu","447846","0.0725","21172752","5175987","10619637894"
"Internet | privatbankar.hu","446161","0.0722","1955651","1415919","208591091"
"Internet | hirklikk.hu","438548","0.071","2468297","1785856","319650998"
"Internet | pcworld.hu","432666","0.07","1437288","954968","138426947"
"Internet | alfahir.hu","424684","0.0688","2078146","1253794","252136770"
"Internet | hirtv.hu","416747","0.0675","1383577","1006387","172860795"
"Internet | programturizmus.hu","416715","0.0675","1165800","562446","77518403"
"Internet | g7.hu","415087","0.0672","1638175","1230807","307847171"
"Internet | g-portal.hu","414647","0.0671","2883332","909633","379934350"
"Internet | boon.hu","404719","0.0655","7650700","1874701","245598126"
"Internet | pcforum.hu","403732","0.0654","995159","674805","108321967"
"Internet | gamestar.hu","400355","0.0648","3721637","2058743","279537895"
"Internet | welovebudapest.com","394673","0.0639","982473","637924","99941835"
"Internet | nuus.hu","390180","0.0632","1098235","881355","70049512"
"Internet | sielok.hu","384245","0.0622","5486287","1157320","272226188"
"Internet | kremmania.hu","382598","0.0619","6983057","1300564","285504679"
"Internet | otthonterkep.hu","379860","0.0615","2115023","819832","177795657"
"Internet | menetrendek.hu","378519","0.0613","1168754","855865","465683067"
"Internet | ado.hu","375337","0.0608","987075","567333","136919623"
"Internet | m4sport.hu","372810","0.0604","2227739","1489366","363870218"
"Internet | met.hu","368274","0.0596","8090463","3124171","650774690"
"Internet | adozona.hu","367579","0.0595","1340873","727464","158514451"
"Internet | kamaszpanasz.hu","366295","0.0593","714194","497988","65881650"
"Internet | citromail.hu","364652","0.059","60284911","6105881","1381317173"
"Internet | retikul.hu","364234","0.059","2704854","706632","-"
"Internet | ign.hu","362814","0.0587","2361226","1248875","258462306"
"Internet | travelo.hu","358884","0.0581","1024390","659880","88424463"
"Internet | twn.hu","357746","0.0579","3350756","1417310","104141899"
"Internet | szuloklapja.hu","348252","0.0564","1021925","657349","96810653"
"Internet | filantropikum.com","345356","0.0559","1194127","887466","110083587"
"Internet | she.hu","344363","0.0558","1401327","947234","191584284"
"Internet | prohardver.hu","342333","0.0554","9319969","2089017","737004801"
"Internet | libri.hu","341946","0.0554","3129068","644978","203096349"
"Internet | pestisracok.hu","340674","0.0552","3497125","1667014","601829915"
"Internet | sorozatbarat.online","338419","0.0548","20119561","6730609","1537027859"
"Internet | magyarnarancs.hu","337047","0.0546","1359207","900288","164930175"
"Internet | magyarorszagom.hu","330427","0.0535","1005174","479017","65619460"
"Internet | szon.hu","329146","0.0533","7200122","1578785","239862813"
"Internet | beol.hu","324112","0.0525","1947792","1005064","160918974"
"Internet | starity.hu","321099","0.052","1989519","636134","88481402"
"Internet | jogiforum.hu","320304","0.0519","780181","459440","92764163"
"Internet | piac-profit.hu","318813","0.0516","604791","514267","94062275"
"Internet | baon.hu","318714","0.0516","1715608","985080","124814707"
"Internet | bookline.hu","318091","0.0515","2886081","615166","186278878"
"Internet | veol.hu","317486","0.0514","1752911","998990","125327159"
"Internet | mno.hu","316118","0.0512","452281","389253","58089345"
"Internet | almaimotthona.hu","315904","0.0511","1193973","512407","59583710"
"Internet | feol.hu","315111","0.051","1516632","888542","114774673"
"Internet | qubit.hu","305338","0.0494","873305","674112","163353265"
"Internet | eletforma.hu","300586","0.0487","498944","430051","52814610"
"Internet | nyugat.hu","300204","0.0486","4277025","1697084","346634897"
"Internet | jobbmintatv.hu","291101","0.0471","7651701","2858339","6764115757"
"Internet | avilagtitkai.com","286915","0.0465","1219523","622076","126562195"
"Internet | autoalkatresz.hu","283537","0.0459","2999886","613459","157698017"
"Internet | bankmonitor.hu","283205","0.0459","618748","427743","104567742"
"Internet | astronet.hu","280657","0.0454","3794464","1004368","126097317"
"Internet | vg.hu","279971","0.0453","888051","507473","71986191"
"Internet | zeneszoveg.hu","277992","0.045","906266","498734","55762717"
"Internet | mobilarena.hu","276367","0.0447","5525211","1409275","417741475"
"Internet | hardverapro.hu","271652","0.044","13455564","1773169","524123030"
"Internet | network.hu","270242","0.0438","690760","379109","49266627"
"Internet | sobors.hu","265623","0.043","837062","534240","111880325"
"Internet | utvonalterv.hu","263430","0.0426","808942","460849","223779273"
"Internet | ma.hu","262202","0.0425","700056","535345","54526003"
"Internet | dmdamedia.hu","258906","0.0419","14893023","4863847","11159772286"
"Internet | racingbazar.hu","258094","0.0418","2789141","619147","138766596"
"Internet | sonline.hu","258086","0.0418","1202127","632286","88306350"
"Internet | ridikul.hu","255939","0.0414","513696","407935","47617550"
"Internet | haon.hu","252014","0.0408","6029291","1397693","210111239"
"Internet | termalfurdo.hu","248667","0.0403","828760","324409","51303339"
"Internet | hellovidek.hu","246103","0.0398","525132","413614","78931533"
"Internet | szoljon.hu","243911","0.0395","1170944","658252","83475694"
"Internet | jobinfo.hu","242905","0.0393","1297553","473456","67279845"
"Internet | nemzeticegtar.hu","242895","0.0393","721255","359922","50168185"
"Internet | mult-kor.hu","240984","0.039","1000330","525235","145965829"
"Internet | vous.hu","240400","0.0389","471760","372565","40788394"
"Internet | tenyek.hu","238379","0.0386","606120","360599","67253915"
"Internet | babanet.hu","238167","0.0386","662068","456113","71277049"
"Internet | musor.tv","237108","0.0384","2017200","742648","169493396"
"Internet | puliwood.hu","236265","0.0383","664675","449710","66751052"
"Internet | marieclaire.hu","235564","0.0381","527879","363562","42379781"
"Internet | gamer.hu","233941","0.0379","1968371","1259815","149791898"
"Internet | bama.hu","232435","0.0376","1931229","941429","137579345"
"Internet | evamagazin.hu","229903","0.0372","1550987","404169","47978062"
"Internet | vaol.hu","228714","0.037","1908557","963839","122429440"
"Internet | logout.hu","227977","0.0369","1290556","472263","139087369"
"Internet | szoftverbazis.hu","226751","0.0367","636896","271945","63226296"
"Internet | zaol.hu","219427","0.0355","1775069","818797","118339709"
"Internet | ferfibarlang.hu","217745","0.0353","707786","332613","30769131"
"Internet | mozicsillag.cc","216305","0.035","3539873","715626","182416951"
"Internet | automotor.hu","211517","0.0342","665551","401004","63393532"
"Internet | helyesiras.mta.hu","209772","0.034","1489799","422449","139736581"
"Internet | autopro.hu","209490","0.0339","421602","307339","35861116"
"Internet | viszony.hu","206420","0.0334","8270608","625039","229610193"
"Internet | gmail.hu","205279","0.0332","9463782","1802403","451508149"
"Internet | repjegy.hu","205015","0.0332","1078782","330644","89936551"
"Internet | hirkereso.hu","204470","0.0331","16333467","3713865","2691977598"
"Internet | kemma.hu","202950","0.0329","1130880","607567","70525359"
"Internet | carrie.hu","198611","0.0322","552997","441045","56144438"
"Internet | haziallat.hu","198569","0.0321","423137","287761","46140249"
"Internet | autoszektor.hu","195768","0.0317","531780","446715","50441107"
"Internet | computerworld.hu","193682","0.0314","434658","325196","31350875"
"Internet | harmonet.hu","192541","0.0312","562028","332297","63433133"
"Internet | ezermester.hu","192029","0.0311","344263","251013","50530008"
"Internet | kapu.hu","189657","0.0307","28477264","5427886","4651220644"
"Internet | net.jogtar.hu","187644","0.0304","507096","372653","243687044"
"Internet | medicalonline.hu","187073","0.0303","383221","272327","50059436"
"Internet | urbanlegends.hu","186420","0.0302","264180","219313","35156188"
"Internet | egeszsegtukor.hu","178235","0.0289","275290","221008","33346793"
"Internet | sussfelnap.hu","177396","0.0287","873709","376980","44131762"
"Internet | petofilive.hu","176629","0.0286","440198","336285","73043432"
"Internet | esport1.hu","176098","0.0285","2089402","956249","126733129"
"Internet | magyarhirlap.hu","175818","0.0285","1350218","574055","205687535"
"Internet | hobbikert.hu","175632","0.0284","497488","344373","67973530"
"Internet | erettsegi.com","174100","0.0282","581429","319935","118105514"
"Internet | doksi.hu","170839","0.0277","498708","269430","86645401"
"Internet | izeselet.hu","169750","0.0275","415326","274658","44603942"
"Internet | noiportal.hu","167698","0.0272","1454564","329546","55109872"
"Internet | est.hu","167010","0.027","1241556","626243","247504492"
"Internet | heol.hu","165828","0.0268","1216078","574109","84175708"
"Internet | cookta.hu","164240","0.0266","364230","275068","48069922"
"Internet | civishir.hu","164217","0.0266","588816","385306","42656100"
"Internet | twice.hu","163697","0.0265","509009","388052","46471592"
"Internet | itcafe.hu","163636","0.0265","633597","310307","72802548"
"Internet | profitline.hu","160119","0.0259","662857","291755","34193154"
"Internet | instyle.hu","159956","0.0259","1420202","301581","26118288"
"Internet | lakaskultura.hu","158647","0.0257","564560","305249","51429142"
"Internet | csakfoci.hu","158108","0.0256","3941283","1730762","309509402"
"Internet | ceginfo.hu","157519","0.0255","679714","228111","93113700"
"Internet | azonnali.hu","156576","0.0253","448401","299688","94503923"
"Internet | magyar-dalszoveg.hu","155869","0.0252","499305","295960","44988832"
"Internet | otthonokesmegoldasok.hu","152079","0.0246","427695","283173","40559639"
"Internet | formula.hu","149976","0.0243","1378548","688051","127223235"
"Internet | eurosport.hosszabbitas.hu","146321","0.0237","915321","580912","102728095"
"Internet | uzletresz.hu","146189","0.0237","324234","246086","31885911"
"Internet | edenkert.hu","145279","0.0235","267854","181920","35163063"
"Internet | ng.hu","144586","0.0234","375277","234135","34001633"
"Internet | videoklinika.hu","141649","0.0229","528741","335829","34167211"
"Internet | hir.ma","141499","0.0229","240540","182664","25227082"
"Internet | jegymester.hu","141137","0.0229","967237","209191","45601213"
"Internet | sorozatjunkie.hu","140367","0.0227","1072272","481662","111168982"
"Internet | nyugdijguru.hu","140018","0.0227","304192","185417","70922972"
"Internet | jobline.hu","138037","0.0223","642747","256766","34328351"
"Internet | kepmas.hu","137040","0.0222","262064","203755","46472844"
"Internet | idokep.eu","133266","0.0216","1222755","789408","55077470"
"Internet | akcios-ujsag.hu","133246","0.0216","1582316","416460","181876741"
"Internet | turistamagazin.hu","132708","0.0215","282273","220767","29131914"
"Internet | sg.hu","132621","0.0215","1169536","427954","102860185"
"Internet | gphirek.hu","132134","0.0214","1699262","519858","134509961"
"Internet | teol.hu","131849","0.0213","770612","420467","51584763"
"Internet | totalbike.hu","130467","0.0211","1073579","371171","118760686"
"Internet | kvizmester.com","128890","0.0209","1192077","592881","111708214"
"Internet | goodstuff.hu","128377","0.0208","273482","222619","27833341"
"Internet | magro.hu","128363","0.0208","232740","165825","27311419"
"Internet | kepesmotor.hu","127417","0.0206","10059074","909066","267723007"
"Internet | agroforum.hu","126530","0.0205","281538","218718","39797043"
"Internet | tvmusor.hu","126029","0.0204","542720","266388","35079108"
"Internet | szabolcsihir.hu","123738","0.02","335975","271170","20271630"
"Internet | filmbirodalmak.com","122618","0.0199","694102","468778","78702605"
"Internet | gepigeny.hu","122241","0.0198","1674202","364444","57126233"
"Internet | noinetcafe.hu","118565","0.0192","350366","254392","25927149"
"Internet | novekedes.hu","118494","0.0192","212729","174096","37404160"
"Internet | autopult.hu","118256","0.0191","526617","205632","54338381"
"Internet | mindenkilapja.hu","118249","0.0191","283977","144278","18710824"
"Internet | duol.hu","117931","0.0191","542843","317338","37980658"
"Internet | agrarszektor.hu","117469","0.019","319347","203847","40416122"
"Internet | nagyszuloklapja.hu","116382","0.0188","197529","153080","25461049"
"Internet | parom.hu","111379","0.018","5181382","547284","199275054"
"Internet | holdpont.hu","111285","0.018","1616334","401348","99425520"
"Internet | doily.hu","110632","0.0179","305278","241585","30822762"
"Internet | funzine.hu","110129","0.0178","141995","118592","13643846"
"Internet | kamaraonline.hu","110024","0.0178","200008","165303","22717861"
"Internet | bestofcafe.hu","109086","0.0177","544768","187983","22530344"
"Internet | eletszepitok.hu","108948","0.0176","224639","168700","28385454"
"Internet | webforditas.hu","107216","0.0174","1222116","281610","77468471"
"Internet | egyszervolt.hu","105519","0.0171","1032877","260866","205279394"
"Internet | holtankoljak.hu","103118","0.0167","544326","263697","36444377"
"Internet | urbanplayer.hu","102275","0.0166","248170","171959","16343451"
"Internet | morzsafarm.hu","102254","0.0166","235104","188974","22341788"
"Internet | naptarak.com","99129","0.016","231484","135600","44390898"
"Internet | filmtekercs.hu","97998","0.0159","177524","133432","26838255"
"Internet | jogaszvilag.hu","97777","0.0158","242644","143585","33651374"
"Internet | prog.hu","97679","0.0158","407454","199258","51762641"
"Internet | alberlet.hu","97651","0.0158","817318","181575","47671443"
"Internet | viasat3.hu","96744","0.0157","1383241","168245","93996047"
"Internet | startlapjatekok.hu","96435","0.0156","1820670","597498","1055251651"
"Internet | amarqt.com","95622","0.0155","360708","137670","27074067"
"Internet | nool.hu","95170","0.0154","307532","228422","21374674"
"Internet | sport365.hu","94739","0.0153","631767","362066","32453716"
"Internet | vidtomp3.info","91834","0.0149","439068","206656","31859325"
"Internet | meska.hu","90996","0.0147","1337181","220962","40409234"
"Internet | ezoworld.hu","90770","0.0147","2388032","426790","55077709"
"Internet | picibaba.hu","89825","0.0145","179032","119469","17011024"
"Internet | kutyabarat.hu","89276","0.0145","202303","139626","19505603"
"Internet | f1vilag.hu","88445","0.0143","337649","223788","26390862"
"Internet | iho.hu","88287","0.0143","846610","347110","86484576"
"Internet | iranymagyarorszag.hu","87727","0.0142","161093","91267","8263521"
"Internet | investor.hu","87544","0.0142","168968","125384","16590330"
"Internet | ingatlannet.hu","87431","0.0142","1188782","178071","38383158"
"Internet | honfoglalo.hu","86270","0.014","1101560","569098","880043043"
"Internet | autoblog.hu","86035","0.0139","185150","159820","16233490"
"Internet | kisbabanaplo.com","85991","0.0139","228327","178559","20944644"
"Internet | azuzlet.hu","84382","0.0137","227220","175122","16306614"
"Internet | recepttar.hu","84137","0.0136","217312","101967","17234029"
"Internet | pszichoforyou.hu","83139","0.0135","176498","144789","37248491"
"Internet | fourfourtwo.hu","82758","0.0134","260298","180917","53546058"
"Internet | hu.motorsport.com","81257","0.0132","2179162","534077","100689798"
"Internet | keptelenseg.hu","80779","0.0131","2290317","329974","191043276"
"Internet | kreativ.hu","80546","0.013","265901","156022","27974611"
"Internet | markmyprofessor.com","78917","0.0128","763560","158858","29756634"
"Internet | kirandulastippek.hu","77194","0.0125","205956","104556","21788307"
"Internet | kutyabarathelyek.hu","77147","0.0125","214751","151960","21326029"
"Internet | ingatlanok.hu","76902","0.0125","458630","119349","49452571"
"Internet | csupasport.hu","74977","0.0121","170268","100301","18590726"
"Internet | data.hu","74431","0.0121","886507","204060","98509616"
"Internet | csaladivilag.hu","73006","0.0118","140709","113251","13790230"
"Internet | gamepod.hu","72193","0.0117","630636","218298","33996134"
"Internet | pcguru.hu","72098","0.0117","285627","148801","23539558"
"Internet | tipplap.hu","71971","0.0117","1648269","804494","432722245"
"Internet | balintgazda.hu","71788","0.0116","144647","98363","18721022"
"Internet | vs.hu","71411","0.0116","184259","87133","15821862"
"Internet | haldorado.hu","70928","0.0115","1723231","284559","99981362"
"Internet | szexrandi.hu","70698","0.0114","5380647","352309","124962314"
"Internet | koncertsziget.hu","70320","0.0114","167567","123953","15882779"
"Internet | likebalaton.hu","69119","0.0112","156656","103968","14759243"
"Internet | budapestkornyeke.hu","69049","0.0112","138704","114592","12918610"
"Internet | lakbermagazin.hu","68761","0.0111","322502","123321","30184130"
"Internet | tech2.hu","68045","0.011","191926","127754","17530685"
"Internet | runnersworld.hu","67440","0.0109","441471","128214","15151197"
"Internet | kozepsuli.hu","66509","0.0108","185563","131131","15007894"
"Internet | gazdasagportal.hu","66165","0.0107","198704","112860","10015374"
"Internet | diabetesportal.hu","65957","0.0107","158031","86131","7885928"
"Internet | papasmamasmagazin.hu","65894","0.0107","140251","102884","14543698"
"Internet | pecsistop.hu","65762","0.0106","212521","136367","14971189"
"Internet | eumet.hu","65525","0.0106","917099","433150","60268199"
"Internet | koloknet.hu","64987","0.0105","81608","74969","12828933"
"Internet | huaweiblog.hu","64980","0.0105","239214","127783","17572599"
"Internet | book24.hu","64890","0.0105","457622","105899","25112188"
"Internet | szavazo.hu","64470","0.0104","1011504","321300","87633844"
"Internet | hu.axn.com","64383","0.0104","1229637","93369","13419864"
"Internet | fintechradar.hu","62817","0.0102","121385","90063","8290634"
"Internet | nullahategy.hu","62731","0.0102","104768","89479","14774484"
"Internet | lovasok.hu","62128","0.0101","1471793","184741","51791638"
"Internet | sportmotor.hu","58710","0.0095","998623","214858","45032073"
"Internet | cgr.hu","58247","0.0094","84119","58940","3570657"
"Internet | sulihalo.hu","57376","0.0093","122126","81139","15835535"
"Internet | munkahelyek.hu","57057","0.0092","269715","86897","9358644"
"Internet | zene.hu","56992","0.0092","139090","87020","4964275"
"Internet | epiteszforum.hu","56817","0.0092","233079","106467","22420451"
"Internet | kitekinto.hu","56376","0.0091","152407","97942","18393970"
"Internet | hajraegeszseg.hu","56325","0.0091","64507","59278","7295185"
"Internet | ezoterikus.hu","55865","0.009","293475","142684","21834811"
"Internet | jobmonitor.hu","55362","0.009","426999","134839","22037055"
"Internet | oldal.info","54220","0.0088","1134781","542587","310875008"
"Internet | playdome.hu","53719","0.0087","167676","97292","23073263"
"Internet | gamechannel.hu","53552","0.0087","170779","106243","9800194"
"Internet | onroad.hu","53295","0.0086","152673","102918","22732863"
"Internet | gamekapocs.hu","53111","0.0086","824900","291751","54172162"
"Internet | love.hu","53106","0.0086","16793903","812151","573274418"
"Internet | citygreen.hu","52792","0.0085","121083","76797","13665012"
"Internet | szilveszter.hu","52152","0.0084","98084","72589","11591839"
"Internet | fitnesslife.hu","51886","0.0084","528155","164353","22244441"
"Internet | jarmuipar.hu","51565","0.0083","107354","91209","7593399"
"Internet | nb1.hu","51371","0.0083","885909","348110","42950810"
"Internet | testbike.hu","50956","0.0082","1511034","197184","47632685"
"Internet | palyazatihirek.eu","50106","0.0081","164122","78344","15718951"
"Internet | offline.hu","50012","0.0081","74328","55362","5884871"
"Internet | idojaras.hu","49085","0.0079","348595","297055","36864351"
"Internet | fortunaweb.hu","48820","0.0079","218345","95121","13694303"
"Internet | pharmaonline.hu","48433","0.0078","89273","68607","11786381"
"Internet | mmonline.hu","48316","0.0078","65795","54970","5531728"
"Internet | rukkola.hu","47488","0.0077","358191","85682","14656349"
"Internet | nyeremenyjatekkozpont.hu","46546","0.0075","117932","54316","4641440"
"Internet | boraszportal.hu","46394","0.0075","94185","70288","10044645"
"Internet | 50plusz.hu","45655","0.0074","114709","65087","9224268"
"Internet | elle.hu","45617","0.0074","93611","64523","9199669"
"Internet | ujeshasznaltgsm.hu","45078","0.0073","161462","71068","15848104"
"Internet | koncert.hu","44491","0.0072","84340","44982","5484064"
"Internet | ado1szazalek.com","44194","0.0072","63070","44511","5534538"
"Internet | nonprofit.hu","44107","0.0071","112761","48279","11577518"
"Internet | haszon.hu","43455","0.007","77266","49568","3913809"
"Internet | hegylakok.hu","43032","0.007","142171","103125","17006697"
"Internet | babafalva.hu","41930","0.0068","92201","65753","8077644"
"Internet | nagyhaszon.hu","41697","0.0068","312250","55468","14393653"
"Internet | minimatine.hu","41424","0.0067","63949","46625","7225803"
"Internet | gondola.hu","41056","0.0066","158235","73136","16205748"
"Internet | delina.hu","40576","0.0066","88677","63988","13183333"
"Internet | tippeknoknek.hu","40571","0.0066","168084","62314","4706053"
"Internet | eszak.hu","40384","0.0065","102853","63463","8641704"
"Internet | fajdalomportal.hu","40165","0.0065","65215","55296","6196998"
"Internet | natursziget.com","39806","0.0064","84552","54356","8982924"
"Internet | varoszoba.hu","39457","0.0064","82308","54274","10641623"
"Internet | jatekstart.com","39195","0.0063","341570","123546","211742432"
"Internet | indafoto.hu","38499","0.0062","360289","75730","12393775"
"Internet | pafi.hu","38465","0.0062","174871","56579","16295269"
"Internet | lifetvmedia.hu","38091","0.0062","61211","45627","4367453"
"Internet | szalonauto.hu","38067","0.0062","476087","60196","18976537"
"Internet | revizoronline.com","37829","0.0061","52275","40305","8504777"
"Internet | 160gramm.hu","37532","0.0061","100139","42940","10881546"
"Internet | termeszetjaro.hu","37289","0.006","108976","56685","11071186"
"Internet | mozgasvilag.hu","36555","0.0059","89911","53587","11882548"
"Internet | menshealth.hu","34982","0.0057","203234","64896","5766806"
"Internet | androgeek.hu","34850","0.0056","93849","65149","5424826"
"Internet | habostorta.hu","34581","0.0056","310697","228499","11626899"
"Internet | veszpremkukac.hu","33693","0.0055","60016","43324","4982095"
"Internet | focimagazin.hu","33620","0.0054","140128","88019","14589858"
"Internet | eurobarca.hu","33601","0.0054","972220","368767","64389297"
"Internet | secretstories.hu","33542","0.0054","99066","50724","8423019"
"Internet | kecskefeszek.net","33394","0.0054","102594","38201","5886504"
"Internet | kutya-tar.hu","33383","0.0054","99413","36296","5454812"
"Internet | ulloi129.hu","33226","0.0054","1908230","677128","219779336"
"Internet | tarifaexpert.hu","33102","0.0054","70495","38392","5493965"
"Internet | egeszsegmagazin.com","32756","0.0053","35092","34260","3843686"
"Internet | playboy.hu","32500","0.0053","494426","85337","6347891"
"Internet | receptvarazs.hu","32457","0.0053","66573","44909","6990070"
"Internet | webnyeremeny.hu","32368","0.0052","443853","98166","17544678"
"Internet | teveclub.hu","31782","0.0051","2445741","209853","24955036"
"Internet | ritakonyhaja.hu","30714","0.005","69016","46213","7103478"
"Internet | eropolis.hu","30670","0.005","12529893","655973","485983368"
"Internet | kezdo5.hu","30416","0.0049","1138156","541370","122510400"
