# Táblázat
"Forrás","Magyarország, DKT-Gemius (15+ belföldi közönség), 2018-09-01 - 2018-09-30"
"Riport","Domain-ek"
"Létrehozva","2021-07-25,15:02:31,CET"
"Periódus","2018-09-01 - 2018-09-30"
"Lokációk","Belföld"
"Platform","Teljes"
"Mutató","Real users"
"Node","Real users","Elérés - Internet","Oldalletöltések","Látogatások","Idő [s] (másodpercek)"
"Internet","6071538","0.9947","7782268819","1471819869","793553417317"
"Internet | blog.hu","2902548","0.4755","29239124","12678432","3694228207"
"Internet | ingatlantajolo.hu","464572","0.0761","4779750","1079855","223723786"
"Internet | rtlmost.hu","453082","0.0742","15163447","3481955","8293232005"
"Internet | propeller.hu","451788","0.074","3762650","1910144","263629833"
"Internet | menetrendek.hu","447120","0.0733","1402487","1025399","564048480"
"Internet | delmagyar.hu","429892","0.0704","4317065","1671062","323204719"
"Internet | eredmenyek.com","429879","0.0704","16973644","7319104","4663675163"
"Internet | babaszoba.hu","429675","0.0704","1831895","1045159","155408984"
"Internet | ingatlanbazar.hu","429392","0.0704","4106859","927112","293592472"
"Internet | mediaklikk.hu","412090","0.0675","4139724","1841563","2822504295"
"Internet | m4sport.hu","408543","0.0669","2772094","1774187","497376182"
"Internet | pcworld.hu","405290","0.0664","1252386","853015","115499830"
"Internet | eoldal.hu","403810","0.0662","1433147","706623","131743568"
"Internet | twn.hu","402900","0.066","3289866","1821919","158829792"
"Internet | kremmania.hu","399789","0.0655","5340257","1076796","220829382"
"Internet | otthonterkep.hu","395090","0.0647","2528346","1001183","199672814"
"Internet | g-portal.hu","394268","0.0646","2340135","798937","304858781"
"Internet | mfor.hu","383856","0.0629","1222216","910029","118620779"
"Internet | she.hu","383845","0.0629","1308781","910197","169639652"
"Internet | net.jogtar.hu","366913","0.0601","1577619","838469","270891492"
"Internet | napidoktor.hu","363580","0.0596","963195","693803","98647290"
"Internet | sztarklikk.hu","361810","0.0593","1826991","1306027","182427078"
"Internet | tv2.hu","357200","0.0585","2757906","1309881","1285452776"
"Internet | privatbankar.hu","354810","0.0581","1603185","1146041","183718934"
"Internet | pestisracok.hu","352216","0.0577","3041752","1523718","518308592"
"Internet | citromail.hu","347579","0.0569","54302096","5241751","1209105297"
"Internet | nuus.hu","347342","0.0569","1075545","883448","74249618"
"Internet | prohardver.hu","345431","0.0566","7755382","1806555","611818950"
"Internet | nepszava.hu","339670","0.0557","3104330","860899","240651871"
"Internet | welovebudapest.com","339134","0.0556","936754","579332","89951987"
"Internet | pcforum.hu","338340","0.0554","749785","506593","82983717"
"Internet | g7.hu","329175","0.0539","1112756","872969","177832731"
"Internet | wellnesscafe.hu","326897","0.0536","897183","565022","71448724"
"Internet | met.hu","326526","0.0535","6458392","2660416","572932067"
"Internet | gamestar.hu","324971","0.0532","2971170","1575835","223182363"
"Internet | sorozatbarat.online","319822","0.0524","14133763","4818558","1104423322"
"Internet | mobilarena.hu","315312","0.0517","5471068","1414050","424575117"
"Internet | alfahir.hu","312958","0.0513","1705866","950480","185940931"
"Internet | ingatlannet.hu","304300","0.0499","3870914","642549","164867112"
"Internet | hirtv.hu","303891","0.0498","1158849","781569","149293912"
"Internet | bookline.hu","302409","0.0495","2756596","588957","184470853"
"Internet | ign.hu","300007","0.0492","2255621","1162610","234865615"
"Internet | libri.hu","298151","0.0488","2604616","561559","165717624"
"Internet | infostart.hu","296837","0.0486","2348592","1449118","196160720"
"Internet | retikul.hu","296332","0.0486","4004149","557918","20990"
"Internet | mandiner.hu","295723","0.0485","2762884","1035664","395848571"
"Internet | tenyek.hu","287576","0.0471","611658","379337","76045531"
"Internet | szuloklapja.hu","284751","0.0467","771130","490499","75999267"
"Internet | autoalkatresz.hu","281517","0.0461","2695735","555824","153919106"
"Internet | utvonalterv.hu","279599","0.0458","1097864","590727","271111752"
"Internet | ridikul.hu","278734","0.0457","701588","513534","49538440"
"Internet | jobbmintatv.hu","275774","0.0452","6179365","2347737","5780960285"
"Internet | zeneszoveg.hu","272674","0.0447","888907","500048","61073783"
"Internet | magyarnarancs.hu","263397","0.0432","1099359","659558","120017618"
"Internet | starity.hu","260716","0.0427","1945030","567963","77242854"
"Internet | travelo.hu","256396","0.042","739875","448289","60924466"
"Internet | jobinfo.hu","255000","0.0418","1201911","443117","60090383"
"Internet | qubit.hu","253091","0.0415","914831","707384","185916502"
"Internet | streetkitchen.hu","249868","0.0409","1119728","535759","163311443"
"Internet | vg.hu","249013","0.0408","775987","429499","64179664"
"Internet | feol.hu","246311","0.0404","1101819","608741","76580151"
"Internet | adozona.hu","244979","0.0401","832330","449487","102880017"
"Internet | racingbazar.hu","244878","0.0401","2323294","513721","112863017"
"Internet | vous.hu","243553","0.0399","532391","397516","39482971"
"Internet | piac-profit.hu","243384","0.0399","446738","358553","64050895"
"Internet | veol.hu","243129","0.0398","1134926","651681","82287299"
"Internet | termalfurdo.hu","242714","0.0398","679547","313649","41889818"
"Internet | nyugat.hu","242478","0.0397","3395665","1314970","238428549"
"Internet | mno.hu","242167","0.0397","404312","345885","53052265"
"Internet | jogiforum.hu","238536","0.0391","579448","338455","73038441"
"Internet | dmdamedia.hu","237690","0.0389","9931236","3217048","7391941570"
"Internet | viszony.hu","233675","0.0383","6993313","697308","264737127"
"Internet | szon.hu","225163","0.0369","7344513","1261178","204294581"
"Internet | baon.hu","225102","0.0369","1420809","773496","106425335"
"Internet | network.hu","221546","0.0363","563262","320134","41217029"
"Internet | boon.hu","219687","0.036","6977286","1254122","191187123"
"Internet | bankmonitor.hu","219586","0.036","468102","317615","79383218"
"Internet | babanet.hu","214431","0.0351","575783","394870","61117549"
"Internet | musor.tv","212606","0.0348","1299266","524565","108642490"
"Internet | sobors.hu","212289","0.0348","541203","401640","76524412"
"Internet | instyle.hu","209923","0.0344","1861803","432673","43209531"
"Internet | haon.hu","209783","0.0344","5027439","1006893","167856209"
"Internet | ado.hu","209002","0.0342","481535","279561","63953500"
"Internet | gmail.hu","208236","0.0341","8463832","1620049","421889782"
"Internet | vital.hu","207868","0.0341","391418","303260","36601958"
"Internet | evamagazin.hu","207278","0.034","1158353","307629","38418171"
"Internet | zaol.hu","202553","0.0332","1481950","648954","93274952"
"Internet | filantropikum.com","197205","0.0323","645886","439552","62319789"
"Internet | mult-kor.hu","194193","0.0318","892687","443355","124539681"
"Internet | csakfoci.hu","193633","0.0317","3730590","1652476","317415212"
"Internet | formula.hu","191870","0.0314","1930249","997814","159862190"
"Internet | szoftverbazis.hu","190717","0.0312","548312","231154","51700257"
"Internet | hirkereso.hu","188429","0.0309","13909261","3239399","2281758862"
"Internet | randivonal.hu","186286","0.0305","13843662","1671698","682410766"
"Internet | astronet.hu","185958","0.0305","3187053","808187","99545082"
"Internet | ezermester.hu","185864","0.0305","352406","258952","51356977"
"Internet | sonline.hu","183781","0.0301","970678","516984","70448081"
"Internet | viasat3.hu","181291","0.0297","2298638","323540","214620987"
"Internet | bama.hu","179136","0.0293","1702992","798813","118665339"
"Internet | helyesiras.mta.hu","178887","0.0293","1184784","342705","115200544"
"Internet | autoszektor.hu","178866","0.0293","424043","363128","39170883"
"Internet | nemzeticegtar.hu","178573","0.0293","587542","280795","45899045"
"Internet | otthonokesmegoldasok.hu","175254","0.0287","382095","290513","36479746"
"Internet | informed.hu","174473","0.0286","452241","253521","32990851"
"Internet | gamer.hu","171888","0.0282","1969704","1038362","148681644"
"Internet | petofilive.hu","170670","0.028","603233","402400","134617326"
"Internet | repjegy.hu","170581","0.0279","834897","274992","65551554"
"Internet | kapu.hu","170314","0.0279","23671476","4815164","3976156534"
"Internet | beol.hu","169570","0.0278","1380703","614789","103784032"
"Internet | noiportal.hu","168940","0.0277","1306910","327899","55635600"
"Internet | eletforma.hu","168078","0.0275","263935","222463","27537082"
"Internet | gphirek.hu","168071","0.0275","2599559","889600","217206133"
"Internet | automotor.hu","167846","0.0275","465289","295119","46163709"
"Internet | hir.ma","167359","0.0274","319563","255281","34326709"
"Internet | avilagtitkai.com","164316","0.0269","1000141","380751","74768035"
"Internet | harmonet.hu","162879","0.0267","463683","254195","49619147"
"Internet | mozicsillag.cc","162070","0.0266","2331267","490944","119649977"
"Internet | totalbike.hu","161392","0.0264","1487385","479750","149424322"
"Internet | civishir.hu","161325","0.0264","595270","380025","45519278"
"Internet | ma.hu","158414","0.026","504334","353709","37972888"
"Internet | esport1.hu","156745","0.0257","1511798","843084","116439490"
"Internet | gardenista.hu","155987","0.0256","401437","302606","48497535"
"Internet | izeselet.hu","154125","0.0253","415139","267947","41806747"
"Internet | hardverapro.hu","153808","0.0252","9633169","1272653","391637765"
"Internet | ng.hu","153044","0.0251","376807","252531","32965311"
"Internet | fitnesslife.hu","150727","0.0247","1023663","269536","42404269"
"Internet | papasmamasmagazin.hu","150369","0.0246","240124","180556","37165510"
"Internet | vaol.hu","149932","0.0246","1344073","626770","86987403"
"Internet | hobbikert.hu","146456","0.024","345495","247335","46516281"
"Internet | hosszabbitas.hu","145517","0.0238","835388","533537","100429021"
"Internet | logout.hu","145139","0.0238","924811","324316","91499473"
"Internet | itcafe.hu","144621","0.0237","565275","284338","59110546"
"Internet | medicalonline.hu","144381","0.0237","306115","212804","39695020"
"Internet | marieclaire.hu","143729","0.0235","320427","221664","25406447"
"Internet | computerworld.hu","142629","0.0234","326199","241656","23942815"
"Internet | f1vilag.hu","142135","0.0233","739562","431241","55435701"
"Internet | uzletresz.hu","139981","0.0229","315411","235335","29041802"
"Internet | sg.hu","139758","0.0229","1125417","418830","95611498"
"Internet | egeszsegtukor.hu","138943","0.0228","203433","167048","24766231"
"Internet | jegymester.hu","138681","0.0227","1029229","220703","50699119"
"Internet | szoljon.hu","138422","0.0227","895706","472448","64425719"
"Internet | profitline.hu","138257","0.0227","537817","249313","27842416"
"Internet | hu.motorsport.com","137435","0.0225","3575235","966362","217412481"
"Internet | ceginfo.hu","136507","0.0224","630653","226878","92193013"
"Internet | puliwood.hu","136116","0.0223","428278","286974","46456005"
"Internet | akcios-ujsag.hu","134719","0.0221","1263880","359543","140421718"
"Internet | kamaraonline.hu","133281","0.0218","236824","196227","30526757"
"Internet | kemma.hu","131299","0.0215","855528","447918","53822725"
"Internet | koloknet.hu","131052","0.0215","170352","148753","17460116"
"Internet | magyarhirlap.hu","130842","0.0214","1207242","485954","182228854"
"Internet | magyar-dalszoveg.hu","130416","0.0214","434443","261539","40391469"
"Internet | sorozatjunkie.hu","129816","0.0213","921779","411106","97345008"
"Internet | jobmonitor.hu","128951","0.0211","827343","251865","25423670"
"Internet | autopro.hu","127299","0.0209","258163","190656","21760061"
"Internet | idokep.eu","124174","0.0203","1004803","653240","53306510"
"Internet | heol.hu","123904","0.0203","1169670","515381","78526258"
"Internet | jobline.hu","122306","0.02","517555","213852","28853289"
"Internet | iranymagyarorszag.hu","120931","0.0198","220375","126999","10896735"
"Internet | est.hu","120744","0.0198","931855","472326","197600753"
"Internet | magyarorszagom.hu","118823","0.0195","386979","162060","19908987"
"Internet | kamaszpanasz.hu","118205","0.0194","227025","155359","19585697"
"Internet | mindenkilapja.hu","117496","0.0193","260980","138241","18762561"
"Internet | sielok.hu","117350","0.0192","723459","199791","48046137"
"Internet | delina.hu","116865","0.0191","387075","163924","29755957"
"Internet | kirandulastippek.hu","116628","0.0191","361271","179929","43222098"
"Internet | teol.hu","116015","0.019","682020","329659","44155011"
"Internet | azevfurdoje.hu","115950","0.019","182938","116873","8737307"
"Internet | doksi.hu","114946","0.0188","323578","167652","49009217"
"Internet | gepigeny.hu","114886","0.0188","1238905","284586","41510064"
"Internet | twice.hu","112234","0.0184","313681","233625","27348071"
"Internet | kaloriabazis.hu","110986","0.0182","1736293","450247","273137553"
"Internet | vidtomp3.info","110339","0.0181","535768","253937","37501212"
"Internet | magro.hu","109756","0.018","210283","148654","20548235"
"Internet | alapjarat.hu","106497","0.0174","171319","144642","26168380"
"Internet | webforditas.hu","105202","0.0172","1196704","268570","75109456"
"Internet | szabolcsihir.hu","104263","0.0171","257503","204233","17849440"
"Internet | cookta.hu","103903","0.017","209974","159591","30187184"
"Internet | filmbirodalmak.com","103716","0.017","502010","324905","45841101"
"Internet | carrie.hu","103230","0.0169","359424","272003","33313810"
"Internet | noinetcafe.hu","102698","0.0168","339187","243892","24793639"
"Internet | bpiautosok.hu","101710","0.0167","192437","162601","20420599"
"Internet | morzsafarm.hu","100458","0.0165","199120","157721","19393723"
"Internet | sport365.hu","99194","0.0163","694587","382144","34089492"
"Internet | szexrandi.hu","97885","0.016","4753957","350274","113848281"
"Internet | erettsegi.com","97088","0.0159","282165","162015","50659835"
"Internet | balintgazda.hu","96697","0.0158","188949","127309","23048568"
"Internet | tvmusor.hu","96246","0.0158","416510","201822","22392158"
"Internet | autopult.hu","95303","0.0156","354373","154185","33817676"
"Internet | eumet.hu","94994","0.0156","842773","419096","58596510"
"Internet | kvizmester.com","94315","0.0155","855483","407576","74228300"
"Internet | alberlet.hu","94152","0.0154","714675","172175","45119368"
"Internet | almaimotthona.hu","92981","0.0152","362734","148352","17775495"
"Internet | startlapjatekok.hu","92791","0.0152","1568096","543244","1040092419"
"Internet | nagyszuloklapja.hu","92355","0.0151","157463","124369","22053060"
"Internet | eropolis.hu","92038","0.0151","12421115","727678","515409436"
"Internet | tech2.hu","91889","0.0151","276902","177242","25953727"
"Internet | jogaszvilag.hu","90887","0.0149","217703","131352","26653218"
"Internet | videoklinika.hu","90561","0.0148","255962","208181","14126803"
"Internet | azonnali.hu","89871","0.0147","251733","154698","44046356"
"Internet | agrarszektor.hu","89012","0.0146","234363","154547","28757821"
"Internet | likebalaton.hu","86301","0.0141","226513","142647","17968114"
"Internet | iho.hu","84556","0.0139","700865","284776","67987568"
"Internet | holdpont.hu","84080","0.0138","1204619","299856","70692536"
"Internet | amarqt.com","83789","0.0137","305854","109669","21247711"
"Internet | sussfelnap.hu","82891","0.0136","357649","144813","19112358"
"Internet | kepmas.hu","81684","0.0134","127621","105453","31267073"
"Internet | keptelenseg.hu","81202","0.0133","1813287","284232","163994801"
"Internet | parom.hu","80834","0.0132","3901389","381191","153812103"
"Internet | picibaba.hu","80226","0.0131","162658","105283","15935401"
"Internet | urbanlegends.hu","79891","0.0131","115899","88643","14278188"
"Internet | meska.hu","79833","0.0131","1179525","197433","37460200"
"Internet | szavazo.hu","79429","0.013","1092467","489242","85842054"
"Internet | kutyabarat.hu","79144","0.013","154911","111428","14996545"
"Internet | tipplap.hu","79137","0.013","1475668","782897","442976471"
"Internet | autoblog.hu","79014","0.0129","155744","130988","13414607"
"Internet | vs.hu","78157","0.0128","265046","113750","20948276"
"Internet | csubakka.hu","77859","0.0128","702773","234127","41731224"
"Internet | funzine.hu","77036","0.0126","109168","90974","9045359"
"Internet | egyszervolt.hu","77014","0.0126","867776","220262","165574144"
"Internet | azuzlet.hu","76649","0.0126","186016","146954","15265391"
"Internet | lakaskultura.hu","76564","0.0125","308966","161161","25976191"
"Internet | markmyprofessor.com","75882","0.0124","741066","161747","25970603"
"Internet | prog.hu","75053","0.0123","382309","183007","53680975"
"Internet | csaladivilag.hu","74781","0.0123","143946","119517","15799540"
"Internet | duol.hu","74277","0.0122","409343","231467","26170697"
"Internet | testbike.hu","74190","0.0122","1811859","251501","63196482"
"Internet | haldorado.hu","74067","0.0121","1380473","253828","88566858"
"Internet | idojaras.hu","73393","0.012","294646","251532","30338755"
"Internet | kisbabanaplo.com","71949","0.0118","188456","142501","16775296"
"Internet | kozepsuli.hu","71618","0.0117","240653","164431","17065933"
"Internet | nb1.hu","71605","0.0117","1162243","419345","59193398"
"Internet | kitekinto.hu","70365","0.0115","248503","167877","29803249"
"Internet | fourfourtwo.hu","70057","0.0115","179357","130964","36443927"
"Internet | nool.hu","69941","0.0115","201955","153445","15676264"
"Internet | data.hu","69669","0.0114","744060","169931","82343341"
"Internet | fem3.hu","68794","0.0113","238358","117737","36643861"
"Internet | pcguru.hu","68680","0.0113","288058","142889","23426704"
"Internet | tippeknoknek.hu","68489","0.0112","428576","112089","9849864"
"Internet | eletszepitok.hu","68446","0.0112","153455","99891","15026769"
"Internet | nyugdijguru.hu","68327","0.0112","182839","115920","42492805"
"Internet | gazdasagportal.hu","68084","0.0112","258952","126123","11418869"
"Internet | investor.hu","67856","0.0111","171024","115619","21133567"
"Internet | gamepod.hu","67488","0.0111","594878","201480","31362239"
"Internet | naptarak.com","66376","0.0109","147766","97623","31293325"
"Internet | oldal.info","66328","0.0109","1004665","498333","260748707"
"Internet | kutyabarathelyek.hu","65892","0.0108","166448","118081","15278152"
"Internet | holtankoljak.hu","65788","0.0108","333590","146611","22311412"
"Internet | kreativ.hu","65725","0.0108","215922","127507","22717734"
"Internet | ferfibarlang.hu","64949","0.0106","195482","93744","8764263"
"Internet | babafalva.hu","64075","0.0105","180462","112069","14290848"
"Internet | vitalzone.hu","63591","0.0104","252422","112948","13160153"
"Internet | koncertsziget.hu","62883","0.0103","112662","94356","10646569"
"Internet | recepttar.hu","62654","0.0103","164449","81013","14835229"
"Internet | spilertv.hu","60924","0.01","320243","144239","14688175"
"Internet | honfoglalo.hu","60874","0.01","731860","409132","610634463"
"Internet | lakbermagazin.hu","60449","0.0099","272499","113890","23765010"
"Internet | supertv2.hu","60403","0.0099","386732","142927","62484660"
"Internet | citygreen.hu","59519","0.0098","143925","79314","13145466"
"Internet | pecsistop.hu","59114","0.0097","168020","106862","11678388"
"Internet | epiteszforum.hu","56576","0.0093","209777","94819","16751863"
"Internet | munkahelyek.hu","55990","0.0092","205463","65665","7353990"
"Internet | csupasport.hu","55928","0.0092","138043","77453","17417937"
"Internet | boraszportal.hu","55882","0.0092","110333","82170","10701303"
"Internet | receptvarazs.hu","55749","0.0091","94502","63646","11322524"
"Internet | jarmuipar.hu","54961","0.009","109180","95221","8201907"
"Internet | ezoworld.hu","54432","0.0089","1755922","298272","38283131"
"Internet | pszichoforyou.hu","54015","0.0088","117796","98604","23758660"
"Internet | cgr.hu","53671","0.0088","90221","57245","4307643"
"Internet | book24.hu","53335","0.0087","417423","88057","22441157"
"Internet | menshealth.hu","53303","0.0087","397304","87982","7901973"
"Internet | welovebalaton.hu","52535","0.0086","147811","90338","15443979"
"Internet | langlovagok.hu","52213","0.0086","251662","90600","10349876"
"Internet | ingatlanok.hu","50867","0.0083","378015","87370","37379977"
"Internet | kalauz.hu","49493","0.0081","76429","54306","7266162"
"Internet | androgeek.hu","48737","0.008","97684","71244","6024187"
"Internet | filmtekercs.hu","48477","0.0079","99938","75259","14664352"
"Internet | huaweiblog.hu","48215","0.0079","163987","89908","12237800"
"Internet | ujeshasznaltgsm.hu","47008","0.0077","150701","68140","13766945"
"Internet | secretstories.hu","46303","0.0076","108651","65465","10087346"
"Internet | fintechradar.hu","45681","0.0075","72482","58103","5018452"
"Internet | runnersworld.hu","45614","0.0075","196307","84298","10514245"
"Internet | tarifaexpert.hu","45114","0.0074","72394","46768","5359242"
"Internet | love.hu","45058","0.0074","17314446","797413","582331053"
"Internet | agroforum.hu","44990","0.0074","74874","60255","7636495"
"Internet | indafoto.hu","44976","0.0074","318455","71970","13419738"
"Internet | rukkola.hu","44472","0.0073","301616","75591","13234098"
"Internet | offline.hu","43984","0.0072","66926","48489","5296542"
"Internet | fortunaweb.hu","42924","0.007","163309","66180","9351518"
"Internet | lovasok.hu","42321","0.0069","1317150","146293","46242566"
"Internet | zene.hu","42178","0.0069","82634","46667","3183869"
"Internet | parkall.hu","41462","0.0068","48702","42048","5725685"
"Internet | kepesmotor.hu","40604","0.0067","1610077","138479","42754959"
"Internet | gamekapocs.hu","40578","0.0066","685635","248866","43330119"
"Internet | urbanplayer.hu","40227","0.0066","102197","61882","6418158"
"Internet | focimagazin.hu","39934","0.0065","201543","121143","25158849"
"Internet | moziplusztv.hu","39473","0.0065","162494","57723","36456562"
"Internet | anna.hu","38815","0.0064","78300","56323","5113156"
"Internet | vinoport.hu","38807","0.0064","60400","42628","5817284"
"Internet | kertvarazsmagazin.hu","38771","0.0064","89374","54150","10413748"
"Internet | pharmaonline.hu","38009","0.0062","63550","47232","7816098"
"Internet | tozsdeforum.hu","37845","0.0062","105455","56586","8105794"
"Internet | haszon.hu","37748","0.0062","72785","48450","3587197"
"Internet | pafi.hu","37302","0.0061","122120","42707","10410884"
"Internet | varoszoba.hu","37182","0.0061","68406","49301","9553009"
"Internet | nyeremenyjatekkozpont.hu","36955","0.0061","107152","41748","4013421"
"Internet | ritakonyhaja.hu","36477","0.006","62662","44626","7135389"
"Internet | fajdalomportal.hu","36317","0.006","62981","53635","6065952"
"Internet | mozgasvilag.hu","36104","0.0059","90532","51732","12679102"
"Internet | webnyeremeny.hu","35749","0.0059","558466","103362","23095999"
"Internet | hu.axn.com","35471","0.0058","692668","76181","9278994"
"Internet | playboy.hu","35319","0.0058","767295","96545","5751898"
"Internet | gamechannel.hu","34756","0.0057","118232","66633","6764604"
"Internet | tutiblog.com","34599","0.0057","87487","57917","14087355"
"Internet | lobu.hu","34424","0.0056","67142","36113","2676539"
"Internet | ulloi129.hu","34378","0.0056","1294221","489111","148117410"
"Internet | mmonline.hu","34234","0.0056","49390","43409","4756304"
"Internet | teveclub.hu","34062","0.0056","2265427","194739","22688464"
"Internet | ezoterikus.hu","33863","0.0055","206547","99502","14165117"
"Internet | kirandulastervezo.hu","33576","0.0055","77490","40884","4554486"
"Internet | sulihalo.hu","33365","0.0055","86629","46751","10861898"
"Internet | hajraegeszseg.hu","32608","0.0053","43762","37966","4814300"
"Internet | bb1.hu","32604","0.0053","1550029","512152","83718081"
"Internet | eszak.hu","32374","0.0053","86366","49418","6866343"
"Internet | sorok-kozott.hu","32165","0.0053","111044","69959","6342225"
"Internet | onroad.hu","31912","0.0052","124252","78303","16965490"
"Internet | mindset.co.hu","31621","0.0052","65729","50183","11827051"
"Internet | storyonline.hu","31392","0.0051","58439","41317","2444084"
"Internet | felelosszulokiskolaja.hu","31383","0.0051","70085","56820","12752551"
"Internet | kezdo5.hu","30919","0.0051","794532","376142","68283800"
"Internet | nullahategy.hu","30702","0.005","59113","49740","9089893"
"Internet | brands.hu","30580","0.005","346710","64944","11531285"
"Internet | p1race.hu","29300","0.0048","529977","185963","42488211"
"Internet | szepzold.hu","28393","0.0047","51437","39109","5289862"
"Internet | irodahaz.info","28303","0.0046","41934","29849","2451067"
"Internet | madridom.hu","28007","0.0046","756528","198994","34565246"
"Internet | turizmusonline.hu","27161","0.0045","82086","46609","8564872"
"Internet | viasat6.hu","27154","0.0044","478419","65160","6367344"
"Internet | playdome.hu","27147","0.0044","111484","57492","13824521"
